title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Borderlands 2,PC,Shooter,2K Games,Gearbox Software,,0.94,0.43,,0.42,0.09,2012-09-18
Lego Batman 3: Beyond Gotham,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.94,0.48,,0.37,0.08,2014-11-11
NCAA Football 11,X360,Sports,EA Sports,EA Tiburon,8.5,0.93,0.86,,,0.06,2010-07-13
Toy Story 2: Buzz Lightyear to the Rescue!,N64,Platform,Activision,Traveller's Tales,,0.93,0.71,,0.2,0.01,1999-11-17
Mega Man 4,NES,Platform,Capcom,Capcom,,0.93,0.51,0.32,0.09,0.01,1992-01-01
Build-A-Bear Workshop,DS,Simulation,Game Factory,Neko Entertainment,,0.93,0.85,,0.01,0.07,2007-11-05
NCAA Football 13,PS3,Sports,EA Sports,EA Tiburon,7.1,0.93,0.82,,,0.11,2012-07-10
Jak and Daxter Collection,PS3,Platform,Sony Computer Entertainment,Naughty Dog,,0.93,0.6,,0.18,0.15,2012-02-07
Fallout 76,XOne,Role-Playing,Bethesda Softworks,Bethesda Game Studios,5.1,0.93,0.59,,0.26,0.09,2018-11-14
Cars,GC,Racing,THQ,Rainbow Studios,7.6,0.93,0.72,,0.19,0.03,2006-06-06
Monster High: Ghoul Spirit,DS,Adventure,THQ,THQ,,0.93,0.69,,0.16,0.07,2011-10-25
Monster Trucks / Quad Desert Fury Double Value!,GBA,Racing,Majesco,Skyworks Technologies,,0.93,0.67,,0.25,0.02,2005-04-25
SnoCross Championship Racing,PS,Racing,Crave Entertainment,UDS,,0.93,0.52,,0.35,0.06,2000-08-22
LEGO The Lord of the Rings,Wii,Misc,Warner Bros. Interactive Entertainment,Unknown,,0.93,0.48,,0.37,0.08,2012-11-13
Monster Hunter: World,XOne,Action,Capcom,Capcom,9.4,0.93,0.67,,0.17,0.09,2018-01-26
NHL 2003,PS2,Sports,EA Sports,EA Canada,,0.93,0.46,,0.36,0.12,2002-09-30
Operation Flashpoint: Dragon Rising,X360,Shooter,Codemasters,Codemasters,7.4,0.93,0.36,0.02,0.45,0.1,2009-10-06
Spider-Man,2600,Action,Parker Bros.,Parker Bros.,,0.93,0.87,,0.05,0.01,1982-01-01
Teenage Mutant Ninja Turtles,GBA,Action,Konami,Konami,,0.93,0.67,,0.25,0.02,2003-10-31
SingStar Abba,PS3,Misc,Sony Computer Entertainment,SCEE London Studio,,0.93,0.27,,0.51,0.16,2008-12-02
Castlevania II: Simon's Quest,NES,Platform,Konami,Konami,,0.93,0.45,0.42,0.06,,1988-11-01
Tony Hawk's Pro Skater 4,XB,Sports,Activision,Neversoft Entertainment,,0.93,0.59,,0.3,0.04,2002-10-23
MLB 12: The Show,PS3,Sports,Sony Computer Entertainment America,SCE San Diego Studio,,0.93,0.86,,,0.07,2012-03-06
Phoenix Wright: Ace Attorney,DS,Adventure,Capcom,Capcom,8.1,0.93,0.44,0.39,0.05,0.05,2005-10-12
MLB 07: The Show,PS2,Sports,Sony Computer Entertainment,SCE San Diego Studio,,0.93,0.77,,0.03,0.13,2007-02-26
FIFA Street (2012),X360,Sports,EA Sports,EA Canada,,0.93,0.21,,0.63,0.1,2012-03-13
Kingdom Hearts Re:coded,DS,Role-Playing,Square Enix,High Horse Entertainment,6.8,0.93,0.53,0.27,0.09,0.05,2011-01-11
Bayonetta,X360,Action,Sega,PlatinumGames,8.9,0.93,0.51,0.09,0.25,0.08,2010-01-05
2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,GBA,Misc,THQ,Vicarious Visions,,0.93,0.67,,0.25,0.02,2005-06-08
Guitar Hero: Metallica,Wii,Misc,Activision,BudCat Creations,8.9,0.93,0.4,,0.43,0.1,2009-03-29
Xenoblade Chronicles,Wii,Role-Playing,Nintendo,Monolith Soft,9.3,0.92,0.43,0.16,0.25,0.07,2012-04-06
BUZZ! Quiz World,PS3,Misc,Sony Computer Entertainment,Magenta Software,7.8,0.92,0.16,,0.58,0.18,2009-11-10
Blue Dragon,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,0.92,0.3,0.21,0.33,0.08,2007-08-28
NHL 98,PS,Sports,EA Sports,EA Canada,,0.92,0.51,,0.35,0.06,1997-08-31
Killzone: Mercenary,PSV,Misc,Sony Computer Entertainment America,Guerrilla Games,7.4,0.92,0.2,0.04,0.47,0.2,2013-09-10
Cars,Wii,Racing,THQ,Rainbow Studios,,0.92,0.83,,0.03,0.07,2006-11-16
Starsky & Hutch,PS2,Racing,Gotham Games,Minds-Eye Productions,6,0.92,0.45,,0.35,0.12,2003-09-09
Balloon Fight,NES,Platform,Nintendo,Nintendo R&D1,,0.92,0.39,0.43,0.09,0.01,1986-06-01
Top Gun: Combat Zones,PS2,Simulation,Titus,Digital Integration,,0.92,0.45,,0.35,0.12,2001-10-21
Far Cry 3,PC,Shooter,Ubisoft,Ubisoft Montreal,,0.92,0.22,,0.64,0.06,2012-12-04
Nickelodeon Fit,Wii,Sports,2K Play,High Voltage Software,,0.92,0.76,,0.09,0.07,2010-11-08
Dante's Inferno,X360,Action,Electronic Arts,Visceral Games,7,0.92,0.63,0.02,0.2,0.08,2010-02-09
Teenage Mutant Ninja Turtles,PS2,Action,Konami,Konami,,0.92,0.45,,0.35,0.12,2003-10-21
Space Jam,PS,Sports,Acclaim Entertainment,Sculptured Software,,0.92,0.51,,0.35,0.06,1996-10-31
Sonic Riders,GC,Racing,Sega,Sonic Team,,0.92,0.71,,0.18,0.03,2006-02-21
Tobal No.1,PS,Fighting,Sony Computer Entertainment,DreamFactory,7.7,0.92,0.12,0.66,0.08,0.06,1996-09-30
WWE SmackDown vs. Raw 2009,X360,Fighting,THQ,Yuke's Media Creations,7.8,0.92,0.58,,0.26,0.08,2008-11-09
NCAA Football 14,PS3,Sports,EA Sports,EA Tiburon,7.7,0.92,0.75,,,0.17,2013-07-09
Kung Fu Panda,Wii,Platform,Activision,XPEC,,0.92,0.5,,0.32,0.09,2008-06-03
Knockout Kings 2000,N64,Fighting,EA Sports,Black Ops Entertainment,,0.92,0.63,,0.27,0.02,1999-10-03
Crysis 3,X360,Shooter,Electronic Arts,Crytek,7.6,0.92,0.51,0.01,0.32,0.08,2013-02-19
SSX,PS3,Sports,EA Sports,EA Canada,,0.92,0.35,0.02,0.42,0.13,2012-02-28
SpongeBob SquarePants: The Yellow Avenger,PSP,Action,THQ,Tantalus Interactive,5.7,0.92,0.55,,0.21,0.16,2006-03-06
EA Sports Grand Slam Tennis,Wii,Sports,EA Sports,EA Vancouver,7.9,0.92,0.28,0.02,0.51,0.11,2009-06-08
007: The World is not Enough,PS,Shooter,Electronic Arts,Black Ops Entertainment,6.4,0.92,0.51,,0.35,0.06,2000-11-06
Overwatch,PC,Shooter,Blizzard Entertainment,Blizzard Entertainment,9.5,0.92,0.37,,0.48,0.07,2016-05-24
AMF Bowling Pinbusters!,Wii,Sports,Mud Duck Productions,Atomic Planet Entertainment,,0.91,0.84,,0,0.07,2007-11-20
Operation Flashpoint: Dragon Rising,PS3,Shooter,Codemasters,Codemasters,7.3,0.91,0.23,0.05,0.46,0.17,2009-10-06
Street Hoops,PS2,Sports,Activision,Black Ops Entertainment,,0.91,0.45,,0.35,0.12,2002-08-12
Namco Museum,XB,Misc,Namco,Mass Media,,0.91,0.77,,0.11,0.04,2002-10-09
LEGO Pirates of the Caribbean: The Video Game,DS,Action,Disney Interactive Studios,Traveller's Tales,6.8,0.91,0.34,,0.47,0.1,2011-05-10
Dynasty Warriors 7,PS3,Action,Tecmo Koei,Omega Force,5.8,0.91,0.25,0.46,0.14,0.06,2011-03-29
Sonic Riders: Zero Gravity,Wii,Racing,Sega,Sonic Team,5.8,0.91,0.48,0.02,0.32,0.09,2008-01-08
Colin McRae Rally 2.0,PS,Racing,Codemasters,Codemasters,8.3,0.91,0.02,0.02,0.8,0.07,2000-12-05
Glover,N64,Platform,Hasbro Interactive,Interactive Studios Ltd.,,0.91,0.72,,0.17,0.01,1998-10-31
Skylanders: Trap Team,X360,Platform,Activision,Toys for Bob,,0.91,0.55,,0.27,0.08,2014-10-05
Tom Clancy's EndWar,X360,Strategy,Ubisoft,Ubisoft Shanghai,8,0.91,0.58,0.01,0.24,0.09,2008-11-04
Tokyo Xtreme Racer 3,PS2,Racing,Crave Entertainment,Genki,,0.91,0.35,0.21,0.27,0.09,2003-11-18
Super Momotarou Dentetsu III,SNES,Simulation,Hudson Soft,Hudson Soft,,0.91,,0.91,,0,1994-12-09
Assassin's Creed,PC,Adventure,Ubisoft,Ubisoft Montreal,7.6,0.91,0.01,,0.84,0.06,2008-04-08
Sonic Mega Collection Plus,XB,Misc,Sega,Sonic Team,,0.91,0.61,,0.26,0.04,2004-11-02
Crysis 3,PS3,Shooter,Electronic Arts,Crytek,8.2,0.91,0.26,0.03,0.48,0.14,2013-02-19
Mx vs. ATV Reflex,PS3,Racing,THQ,Rainbow Studios,,0.91,0.52,,0.26,0.13,2009-12-01
Knockout Kings 2002,PS2,Sports,EA Sports,Black Ops Entertainment,,0.91,0.45,,0.35,0.12,2002-03-04
SOCOM 4: U.S. Navy SEALs,PS3,Shooter,Sony Computer Entertainment,Zipper Interactive,7,0.9,0.66,0.04,0.12,0.09,2011-04-19
Marvel: Ultimate Alliance 2,X360,Role-Playing,Activision,Vicarious Visions,7.4,0.9,0.68,,0.15,0.08,2009-09-15
Final Fantasy X / X-2 HD Remaster,PS4,Role-Playing,Square Enix,Square Enix,9.3,0.9,0.34,0.07,0.36,0.14,2015-05-12
The Witcher 2: Assassins of Kings,X360,Role-Playing,Warner Bros. Interactive,CD Projekt Red Studio,,0.9,0.48,0.02,0.33,0.08,2012-04-17
Tiger Woods PGA Tour 2002,PS2,Sports,EA Sports,EA Sports,,0.9,0.44,,0.35,0.12,2002-02-24
Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,0.9,0.45,0.11,0.26,0.08,2008-02-12
X-Men Legends,XB,Role-Playing,Activision,Raven Software,8.2,0.9,0.62,,0.24,0.04,2004-09-21
Homefront,PS3,Shooter,THQ,Kaos Studios,6.6,0.9,0.32,0.04,0.4,0.15,2011-03-15
The Biggest Loser: Ultimate Workout,X360,Sports,THQ,Blitz Games,8,0.9,0.73,,0.1,0.07,2010-11-02
James Cameron's Avatar: The Game,PS3,Action,Ubisoft,Ubisoft Montreal,5.8,0.9,0.32,,0.43,0.15,2009-12-01
Sonic Heroes,XB,Platform,Sega,Sonic Team,,0.9,0.41,0.01,0.43,0.05,2004-01-27
LEGO Indiana Jones 2: The Adventure Continues,PS3,Adventure,LucasArts,Traveller's Tales,,0.9,0.47,,0.3,0.13,2009-11-17
Resistance: Retribution,PSP,Shooter,Sony Computer Entertainment,SCEA Bend Studio,8,0.9,0.27,0.05,0.36,0.22,2009-03-17
Far Cry 4,X360,Shooter,Ubisoft,Ubisoft Montreal,,0.9,0.45,,0.37,0.08,2014-11-18
Burnout Revenge,PS2,Racing,Electronic Arts,Criterion Games,9,0.9,0.75,,0.03,0.12,2005-09-13
3Xtreme,PS,Action,989 Studios,Unknown,2.9,0.9,0.5,,0.34,0.06,1999-03-31
Spider-Man 3,PS2,Platform,Activision,Vicarious Visions,4.4,0.9,0.74,0.01,0.03,0.12,2007-05-04
Cars 2,Wii,Racing,Disney Interactive Studios,Avalanche Software,8,0.9,0.43,,0.38,0.1,2011-06-21
James Bond 007: Agent Under Fire,XB,Shooter,Electronic Arts,EA Redwood Shores,,0.9,0.65,,0.22,0.03,2002-03-26
Buzz! Master Quiz,PSP,Misc,Sony Computer Entertainment,Relentless Software,7,0.9,0.22,,0.44,0.24,2008-09-23
DJ Hero,PS3,Misc,Activision,FreeStyleGames,8.5,0.9,0.42,,0.34,0.15,2009-10-27
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,Racing,ASCII Entertainment,KID Corporation,,0.9,,0.9,,,1996-12-20
Killzone: Liberation,PSP,Shooter,Sony Computer Entertainment,Guerrilla Games,7.8,0.9,0.44,,0.28,0.19,2006-10-31
Harry Potter: Quidditch World Cup,PS2,Sports,Electronic Arts,Electronic Arts,,0.9,0.44,,0.34,0.11,2003-10-28
NBA Live 2005,XB,Sports,EA Sports,EA Canada,,0.9,0.81,,0.05,0.04,2004-09-28
Madden NFL 99,N64,Sports,EA Sports,EA Tiburon,,0.9,0.84,,0.05,0.01,1998-09-01
Hot Shots Tennis,PS2,Sports,Sony Computer Entertainment,Clap Hanz,,0.9,0.17,0.55,0.13,0.05,2007-07-17
MLB 2005,PS2,Sports,Sony Computer Entertainment,989 Sports,,0.9,0.44,,0.35,0.12,2004-03-16
TouchMaster 2,DS,Puzzle,Midway Games,Midway Studios San Diego,,0.89,0.3,,0.49,0.1,2008-10-21
God of War Saga,PS3,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,,0.89,0.74,,,0.15,2012-08-28
Finding Nemo,GC,Action,THQ,Traveller's Tales,,0.89,0.69,,0.18,0.02,2003-05-12
Resident Evil: Revelations,3DS,Action,Capcom,Capcom,7.8,0.89,0.3,0.3,0.23,0.05,2012-02-07
The Tomb Raider Trilogy,PS3,Action,Square Enix,Crystal Dynamics,8.5,0.89,0.27,,0.48,0.14,2011-03-22
Fortnite,PS4,Action,Gearbox Software,Epic Games,,0.89,0.42,,0.32,0.15,2017-07-21
Blitz: The League,PS2,Sports,Midway Games,Midway Games,7.8,0.89,0.74,,0.03,0.12,2005-10-17
Pokémon Card GB2: GRdan Sanjou,GB,Strategy,Nintendo,Hudson Soft,,0.89,,0.89,,,2001-03-28
Pure,PS3,Racing,Disney Interactive Studios,Black Rock Studio,7,0.89,0.42,0,0.33,0.14,2008-09-16
NFL 2K2,PS2,Sports,Sega,Visual Concepts,,0.89,0.44,,0.34,0.11,2001-11-19
FIFA Soccer 09 All-Play,Wii,Sports,Electronic Arts,EA Canada,,0.89,0.28,0,0.52,0.09,2008-10-28
MLB 2001,PS,Sports,Sony Computer Entertainment,989 Sports,,0.89,0.49,,0.34,0.06,2000-02-29
CSI: Hard Evidence,Wii,Adventure,Ubisoft,Telltale Games,,0.89,0.36,,0.43,0.1,2008-01-15
Samba De Amigo,Wii,Misc,Sega,Gearbox Software,6.7,0.89,0.41,0.01,0.37,0.09,2008-09-23
SingStar Anthems,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,,0.89,,,0.68,0.2,2006-08-04
Minecraft: Story Mode,PS3,Adventure,Mojang,Telltale Games,,0.89,0.32,,0.43,0.15,2015-10-27
Classic NES Series: The Legend of Zelda,GBA,Adventure,Nintendo,Nintendo,,0.89,0.46,0.24,0.17,0.02,2004-06-02
Tiger Woods PGA Tour 12: The Masters,PS3,Sports,EA Sports,EA Tiburon,,0.89,0.52,,0.25,0.11,2011-03-29
Rhythm Heaven Fever,Wii,Music,Nintendo,Nintendo / TNX,,0.89,0.11,0.77,,0.01,2012-02-13
Tiger Woods PGA Tour 06,PS2,Sports,EA Sports,EA Sports,,0.89,0.74,,0.03,0.12,2005-09-20
Call of Duty: World at War,DS,Shooter,Activision,n-Space,7.4,0.89,0.56,,0.25,0.08,2008-11-10
Fire Emblem: The Sacred Stones,GBA,Strategy,Nintendo,Intelligent Systems,8.4,0.89,0.42,0.3,0.16,0.02,2005-05-23
Injustice 2,XOne,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,0.89,0.65,,0.16,0.09,2017-05-16
Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,Square Enix,Square Enix,8.3,0.89,0.21,0.46,0.13,0.09,2011-03-22
Madagascar,GBA,Platform,Activision,Vicarious Visions,5.5,0.89,0.62,,0.24,0.03,2005-05-23
The Simpsons Game,PS3,Platform,Electronic Arts,EA Redwood Shores,7.5,0.89,0.38,,0.36,0.14,2007-10-30
Ni no Kuni II: Revenant Kingdom,PS4,Role-Playing,Namco Bandai Games,Level 5,8.7,0.89,0.33,0.12,0.31,0.13,2018-03-23
Fossil Fighters,DS,Role-Playing,Nintendo,RED Entertainment,6.9,0.89,0.83,,,0.06,2009-08-10
Seiken Densetsu 3,SNES,Role-Playing,Square,SquareSoft,,0.89,,0.89,,0,1995-09-30
Assassin's Creed III,PC,Action-Adventure,Ubisoft,Ubisoft Montreal,8.6,0.89,0.28,,0.54,0.07,2012-11-20
ESPN NHL 2K5,PS2,Sports,Sega,Kush Games,,0.88,0.43,,0.33,0.11,2004-08-30
Star Wars: The Force Unleashed,DS,Action,LucasArts,n-Space,,0.88,0.5,0,0.29,0.09,2008-09-16
Buzz! Quiz TV,PS3,Misc,Sony Computer Entertainment,Relentless Software,7.9,0.88,0.28,,0.47,0.13,2008-09-23
Buzz! The Mega Quiz,PS2,Misc,Sony Computer Entertainment,Relentless Software,,0.88,0.32,,0.06,0.5,2007-10-30
WWE SmackDown vs. Raw 2011,X360,Fighting,THQ,JAKKS Pacific,7.1,0.88,0.44,0,0.35,0.08,2010-10-26
The Lord of the Rings: War in the North,X360,Role-Playing,Warner Bros. Interactive,Snowblind Studios,6.6,0.88,0.55,0,0.24,0.08,2011-11-01
Rock Band 3,X360,Misc,MTV Games,Harmonix Music Systems,9.4,0.88,0.73,,0.09,0.06,2010-10-26
NBA 2K6,PS2,Action,2K Sports,Unknown,,0.88,0.43,,0.34,0.11,2005-09-26
Mega Man 8 Anniversary Collector's Edition,PS,Platform,Capcom,Capcom,,0.88,0.44,0.09,0.3,0.06,1997-02-28
LEGO Harry Potter Collection,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.88,0.07,,0.68,0.13,2016-10-18
Monster 4x4: World Circuit,Wii,Racing,Ubisoft,Ubisoft Montreal,,0.88,0.8,0.01,0,0.07,2006-11-19
LittleBigPlanet Karting,PS3,Racing,Sony Computer Entertainment,United Front Games,,0.88,0.42,0.01,0.31,0.14,2012-11-06
F1 2009,Wii,Racing,Codemasters,Sumo Digital,6.8,0.88,0.15,,0.62,0.11,2009-11-17
Call of Juarez: Bound in Blood,PS3,Shooter,Ubisoft,Techland,7.7,0.88,0.35,0.01,0.38,0.15,2009-06-30
F1 2010,X360,Racing,Codemasters,Codemasters Birmingham,8.4,0.88,0.18,0.01,0.59,0.1,2010-09-21
Star Wars: Rebel Assault II - The Hidden Empire,PS,Shooter,LucasArts,Factor 5,,0.88,0.49,,0.33,0.06,1996-11-30
Call of Duty: Modern Warfare 2,PC,Shooter,Activision,Infinity Ward,9,0.88,0.01,,0.79,0.08,2009-11-10
Madden NFL 08,Wii,Sports,EA Sports,EA Tiburon,,0.88,0.8,,0,0.07,2007-08-14
Sonic Chronicles: The Dark Brotherhood,DS,Role-Playing,Sega,BioWare Corp.,7.3,0.88,0.5,0.01,0.29,0.08,2008-09-30
Enduro,2600,Racing,Activision,Activision,,0.87,0.81,,0.05,0.01,1983-01-01
Wizards of Waverly Place,DS,Misc,Disney Interactive Studios,"Black Lantern Studios, Inc.",,0.87,0.59,,0.2,0.08,2009-08-25
The Evil Within,PS3,Misc,Bethesda Softworks,Tango Gameworks,,0.87,0.27,0.13,0.35,0.12,2014-10-14
Vagrant Story,PS,Role-Playing,Square EA,SquareSoft,9.3,0.87,0.3,0.3,0.2,0.06,2000-05-15
Kingdom Hearts Re: Chain of Memories,PS2,Role-Playing,Square Enix,Jupiter Corporation,7.2,0.87,0.73,,0.03,0.12,2008-12-02
Kingdoms of Amalur: Reckoning,X360,Role-Playing,Electronic Arts,38 Studios,,0.87,0.55,0.01,0.24,0.07,2012-02-07
SingStar '90s,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,,0.87,0.1,,0.59,0.18,2008-03-18
Fight Night Round 2,PS2,Fighting,EA Sports,EA Sports,,0.87,0.72,,0.03,0.12,2005-02-28
Ghostbusters: The Video Game,Wii,Action,Atari,Red Fly Studio,7.6,0.87,0.59,,0.21,0.07,2009-06-16
For Honor,XOne,Action,Ubisoft,Ubisoft Montreal,,0.87,0.57,,0.21,0.08,2017-02-14
Final Fantasy XIV Online,PS3,MMO,Square Enix,Square Enix,,0.87,0.39,0.28,0.09,0.11,2013-08-27
Mario Party: Star Rush,3DS,Party,Nintendo,"Nd Cube Co., Ltd.",6.2,0.87,0.25,0.2,0.37,0.05,2016-11-04
LEGO Dimensions,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.87,0.49,,0.31,0.08,2015-09-27
Grand Theft Auto IV,PC,Action,Rockstar Games,Rockstar Toronto,9.2,0.87,0.01,,0.8,0.06,2008-12-02
Warriors Orochi,PS2,Action,KOEI,Omega Force,,0.87,0.11,0.64,0.09,0.03,2007-09-18
Gex,PS,Platform,Crystal Dynamics,Crystal Dynamics,,0.87,0.49,,0.33,0.06,1995-12-13
Mercenaries 2: World in Flames,PS3,Shooter,Electronic Arts,Pandemic Studios,6,0.87,0.29,0.02,0.4,0.16,2008-08-31
Red Faction: Guerrilla,X360,Shooter,THQ,Volition Inc.,8.4,0.87,0.48,0.01,0.29,0.09,2009-06-02
DiRT,X360,Racing,Codemasters,Codemasters,8.4,0.87,0.38,,0.4,0.09,2007-06-19
Endless Ocean: Blue World,Wii,Simulation,Nintendo,Arika,7.6,0.87,0.46,0.12,0.22,0.06,2010-02-22
Peppa Pig: The Game,DS,Misc,Pinnacle,Asylum Entertainment,,0.87,,,0.81,0.06,2008-11-28
Michael Jackson: The Experience,X360,Misc,Ubisoft,Ubisoft Montreal,5.6,0.87,0.62,0,0.18,0.07,2011-04-12
Minecraft: Story Mode,PS4,Adventure,Mojang,Telltale Games,,0.87,0.31,,0.42,0.14,2015-10-27
Triple Play 2002,PS2,Sports,EA Sports,Pandemic Studios,,0.87,0.43,,0.33,0.11,2002-03-11
Conflict: Desert Storm,XB,Shooter,Gotham Games,Pivotal Games,,0.87,0.48,,0.37,0.02,2002-09-30
Brothers In Arms: Hell's Highway,X360,Shooter,Ubisoft,Gearbox Software,7.6,0.87,0.47,0,0.3,0.09,2008-09-23
NHL 2000,PS,Sports,EA Sports,EA Canada,,0.87,0.48,,0.33,0.06,1999-09-30
Spec Ops: Ranger Elite,PS,Shooter,Take-Two Interactive,Runecraft,,0.87,0.49,,0.33,0.06,2001-04-29
Need for Speed: V-Rally,PS,Racing,Electronic Arts,Infogrames,,0.87,0.43,0.09,0.29,0.06,1997-09-30
GRID,X360,Racing,Codemasters,Codemasters,8.7,0.87,0.33,0.01,0.44,0.09,2008-06-03
Tom Clancy's Ghost Recon: Island Thunder,XB,Shooter,Ubisoft,Red Storm Entertainment,,0.87,0.61,,0.24,0.03,2003-08-06
Metal Gear Ac!d,PSP,Strategy,Konami,Konami,7.4,0.87,0.32,0.12,0.26,0.17,2005-03-22
Derby Stallion II,SNES,Sports,ASCII Entertainment,ASCII Entertainment,,0.87,,0.87,,0,1994-02-18
Tony Hawk's Project 8,PS2,Sports,Activision,Shaba Games,6.6,0.87,0.72,,0.03,0.12,2006-11-07
Sleeping Dogs,X360,Action-Adventure,Square Enix,United Front Games,7.9,0.87,0.38,0.01,0.4,0.08,2012-08-14
Paper Mario: Color Splash,WiiU,Action-Adventure,Nintendo,Intelligent Systems,7.4,0.87,0.35,0.08,0.37,0.06,2016-10-07
Crimson Skies: High Road to Revenge,XB,Simulation,Microsoft Game Studios,FASA Studio,,0.87,0.65,,0.19,0.03,2003-10-21
Cooking Mama: World Kitchen,Wii,Simulation,Majesco,Cooking Mama Limited,,0.87,0.51,0.01,0.27,0.08,2008-11-18
Super Bomberman R,NS,Puzzle,Konami Digital Entertainment,HexaDrive,6.3,0.87,0.31,0.19,0.32,0.06,2017-03-03
Wii Fit U,WiiU,Misc,Nintendo,Nintendo,7.2,0.86,0.35,0.21,0.24,0.06,2014-01-10
Guitar Hero: Warriors of Rock,X360,Misc,Activision,Neversoft Entertainment,7.1,0.86,0.47,,0.31,0.07,2010-09-28
Lemmings,PSP,Puzzle,Sony Computer Entertainment,Team17 Software,7.3,0.86,0.12,,0.52,0.23,2006-05-23
Madden Football 64,N64,Sports,EA Sports,EA Tiburon,,0.86,0.81,,0.04,0.01,1997-10-31
Gold's Gym: Dance Workout,Wii,Sports,Ubisoft,Land Ho!,,0.86,0.69,0,0.1,0.07,2010-08-17
Ford Racing,PS,Racing,Empire Interactive,2K Games,,0.86,0.48,,0.33,0.06,2001-03-06
Dishonored 2,XOne,Action,Bethesda Softworks,Arkane Studios,,0.86,0.47,,0.31,0.08,2016-11-10
Winning Eleven: Pro Evolution Soccer 2007,PSP,Sports,Konami,Konami Computer Entertainment Tokyo,8.2,0.86,0.01,0.12,0.72,0.01,2007-02-06
Beijing 2008,PS3,Sports,Sega,Eurocom Entertainment Software,,0.86,0.14,0.01,0.54,0.17,2008-07-08
MLB 99,PS,Sports,Sony Computer Entertainment,Sony Interactive Studios America,,0.86,0.48,,0.32,0.06,1998-03-31
Pictionary,Wii,Misc,THQ,"Page 44 Studios, LLC",,0.86,0.6,,0.19,0.07,2010-11-14
Dynasty Warriors 4: Xtreme Legends,PS2,Action,KOEI,Omega Force,,0.86,0.17,0.51,0.13,0.04,2003-11-04
LEGO Batman 2: DC Super Heroes,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,0.86,0.42,,0.37,0.07,2012-06-26
Plants vs. Zombies: Garden Warfare 2,XOne,Shooter,Electronic Arts,PopCap Games,,0.86,0.47,,0.32,0.08,2016-02-23
BioShock: The Collection,PS4,Shooter,2K Games,"Blind Squirrel Digital, Inc",,0.86,0.41,0.03,0.28,0.14,2016-09-13
Final Fantasy X / X-2 HD Remaster,PSV,Role-Playing,Square Enix,Square Enix,,0.86,0.16,0.28,0.29,0.13,2014-03-18
Rocky,PS2,Fighting,Ubisoft,Rage Software,,0.86,0.42,,0.33,0.11,2002-11-18
Farming Simulator 17,PS4,Simulation,Focus Home Interactive,Giants Software,,0.85,0.19,0.01,0.52,0.13,2016-10-25
LEGO Jurassic World,3DS,Action,Warner Bros. Interactive Entertainment,TT Fusion,,0.85,0.35,0.04,0.39,0.07,2015-06-12
Kingdoms of Amalur: Reckoning,PS3,Role-Playing,Electronic Arts,38 Studios,,0.85,0.37,0.09,0.29,0.1,2012-02-07
FIFA Soccer 08,DS,Sports,EA Sports,EA Canada,,0.85,0.1,,0.65,0.11,2007-10-09
Darksiders II,PS3,Action-Adventure,THQ,Vigil Games,8.3,0.85,0.35,0.01,0.37,0.13,2012-08-14
Ratatouille,PS2,Platform,THQ,Asobo Studio,6,0.85,0.31,,0,0.53,2007-06-26
Dragon Ball Z: Burst Limit,PS3,Fighting,Atari,Dimps Corporation,7.3,0.85,0.22,0.18,0.34,0.12,2008-06-10
NCAA Football 11,PS3,Sports,EA Sports,EA Tiburon,8.5,0.85,0.79,,,0.06,2010-07-13
Castlevania III: Dracula's Curse,NES,Platform,Konami,Konami,,0.85,0.4,0.37,0.07,0.01,1990-10-01
Street Fighter Alpha 2,PS,Fighting,Capcom,Capcom,8.2,0.85,0.14,0.57,0.09,0.06,1996-09-30
Burnout 2: Point of Impact,PS2,Racing,Acclaim Entertainment,Criterion Games,,0.85,0.42,,0.32,0.11,2002-09-30
Burnout Legends,PSP,Racing,Electronic Arts,Criterion Games,8.4,0.85,0.7,,0.06,0.09,2005-09-13
Street Fighter EX3,PS2,Fighting,Capcom,Arika,,0.85,0.32,0.2,0.25,0.08,2000-10-24
Tomb Raider: Anniversary,Wii,Action,Eidos Interactive,Crystal Dynamics,6.8,0.85,0.12,,0.63,0.11,2007-11-13
2010 FIFA World Cup South Africa,X360,Sports,EA Sports,EA Canada,8.4,0.85,0.32,0.02,0.42,0.09,2010-04-27
NBA 2K8,X360,Sports,2K Sports,Visual Concepts,,0.85,0.79,,0,0.07,2007-10-02
