title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Tiger Woods PGA Tour 2005,XB,Sports,EA Sports,EA Redwood Shores,,0.85,0.64,,0.18,0.03,2004-09-20
Rampage World Tour,PS,Action,Midway Games,Game Refuge,,0.85,0.47,,0.32,0.06,1997-09-30
Army Men: Air Attack,PS,Action,3DO,3DO,,0.85,0.47,,0.32,0.06,1999-11-02
Thief,PS4,Action,Square Enix,Eidos Montreal,,0.85,0.28,0.03,0.41,0.13,2014-02-25
Ninja Gaiden Sigma 2,PS3,Action,Tecmo Koei,Team Ninja,8.5,0.85,0.52,0.08,0.16,0.1,2009-09-29
Disney Infinity 3.0,PS4,Action,Disney Interactive Studios,Avalanche Software,,0.85,0.31,,0.4,0.14,2015-08-30
The Legendary Starfy,DS,Platform,Nintendo,TOSE Software,7.1,0.85,0.6,0.2,,0.05,2009-06-08
The House of the Dead: Overkill,Wii,Shooter,Sega,Headstrong Games,7.9,0.85,0.44,0.02,0.3,0.09,2009-02-10
Army of Two: The 40th Day,PS3,Shooter,Electronic Arts,EA Montreal,7.1,0.85,0.44,0.01,0.27,0.13,2010-01-12
Until Dawn: Rush of Blood,PS4,Shooter,Sony Interactive Entertainment,Supermassive Games Ltd.,,0.85,0.5,,0.21,0.15,2016-10-13
Metroid: Zero Mission,GBA,Adventure,Nintendo,Nintendo R&D1,8.9,0.84,0.6,,0.22,0.01,2004-02-09
Ghostbusters: The Video Game,PS3,Action,Atari,Terminal Reality,7.8,0.84,0.34,,0.36,0.14,2009-06-16
Blazing Angels: Squadrons of WWII,Wii,Simulation,Ubisoft,Ubisoft Romania,4.7,0.84,0.74,,0.04,0.06,2007-03-20
Street Fighter X Tekken,PS3,Fighting,Capcom,Capcom,,0.84,0.42,0.1,0.22,0.1,2012-03-06
NBA 2K10,PS3,Sports,2K Sports,Visual Concepts,8.2,0.84,0.75,0.01,0.01,0.07,2009-10-06
Big Mutha Truckers,PS2,Racing,THQ,Eutechnyx,,0.84,0.41,,0.32,0.11,2003-06-16
Lego Batman 3: Beyond Gotham,PS3,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.84,0.34,,0.36,0.14,2014-11-11
ZombiU,WiiU,Action,Ubisoft,Ubisoft Montpellier,6.9,0.84,0.35,0.05,0.37,0.07,2012-11-18
Ben 10: Protector of Earth,PS2,Action,D3 Publisher,High Voltage Software,,0.84,0.09,,0,0.74,2007-10-30
Xenoblade Chronicles X,WiiU,Role-Playing,Nintendo,Monolith Soft,8.1,0.84,0.34,0.15,0.29,0.06,2015-12-04
Rogue Galaxy,PS2,Role-Playing,Sony Computer Entertainment,Level 5,8.3,0.84,0.24,0.39,0.16,0.05,2007-01-30
Harry Potter and the Order of the Phoenix,DS,Adventure,Electronic Arts,Visual Impact,,0.84,0.28,,0.46,0.1,2007-06-25
Skate 2,PS3,Sports,Electronic Arts,EA Black Box,8.2,0.84,0.46,0.01,0.25,0.12,2009-01-21
Rocket Power: Team Rocket Rescue,PS,Sports,THQ,Darkblack,,0.84,0.47,,0.32,0.05,2001-09-04
Spider-Man 2,GC,Action,Activision,Treyarch,7.7,0.84,0.65,,0.17,0.02,2004-06-28
The Incredibles,GC,Action,THQ,Heavy Iron Studios,6.2,0.84,0.65,,0.17,0.02,2004-10-31
ATV Quad Power Racing 2,PS2,Racing,Acclaim Entertainment,Climax Entertainment,,0.84,0.41,,0.32,0.11,2003-01-27
Madden NFL 09 All-Play,Wii,Sports,EA Sports,EA Tiburon,,0.84,0.77,,0.01,0.06,2008-08-12
MLB 13: The Show,PS3,Sports,Sony Computer Entertainment America,SCE San Diego Studio,8.5,0.84,0.68,,,0.16,2013-03-05
ESPN College Hoops 2K5,PS2,Sports,Sega,Visual Concepts,,0.84,0.41,,0.32,0.11,2004-11-17
Sniper Elite V2,X360,Shooter,505 Games,Rebellion Developments,7,0.84,0.46,0.02,0.28,0.08,2012-05-01
Q*bert,PS,Puzzle,Hasbro Interactive,Artech Digital Entertainment,,0.84,0.46,,0.32,0.05,1999-11-30
Petz Dogz Fashion,DS,Simulation,Ubisoft,Ubisoft,,0.84,0.46,,0.3,0.09,2008-06-17
MediEvil,PS,Adventure,Sony Computer Entertainment,SCEE Cambridge,,0.83,0.46,,0.31,0.05,1998-10-01
Madden NFL 25,XOne,Sports,EA Sports,EA Tiburon,7.1,0.83,0.69,,0.06,0.09,2013-11-22
Guitar Hero Live,XOne,Music,Activision,FreeStyleGames,,0.83,0.52,,0.23,0.08,2015-10-20
Dance Central 3,X360,Music,Microsoft,Harmonix Music Systems,,0.83,0.57,,0.19,0.07,2012-10-16
Need for Speed: Nitro,Wii,Racing,Electronic Arts,EA Montreal,7,0.83,0.45,,0.3,0.08,2009-11-02
Call of Duty: Modern Warfare 3,Wii,Shooter,Activision,Infinity Ward,4.5,0.83,0.55,,0.2,0.08,2011-11-08
Sid Meier's Civilization Revolution,X360,Strategy,2K Games,Firaxis Games,8.4,0.83,0.58,0,0.17,0.07,2008-07-08
Dragon Age II,PS3,Role-Playing,Electronic Arts,BioWare Corp.,7.7,0.83,0.4,0.05,0.26,0.12,2011-03-08
Casper,PS,Adventure,Interplay,Funcom,4.9,0.83,0.46,,0.31,0.05,1996-09-17
Scooby-Doo! First Frights,DS,Adventure,Warner Bros. Interactive,Torus Games,,0.83,0.6,,0.16,0.07,2009-09-22
Mega Man Legends,PS,Adventure,Capcom,Capcom,,0.83,0.39,0.12,0.26,0.05,1998-08-31
FIFA Soccer World Championship,PS2,Sports,EA Sports,EA Sports,,0.83,0.27,0.28,0.21,0.07,2000-05-25
Forza Horizon 2,X360,Racing,Microsoft Studios,Sumo Digital,,0.83,0.35,0,0.41,0.07,2014-09-30
Madden NFL 07,PSP,Sports,EA Sports,EA Tiburon,8.3,0.83,0.77,,0.03,0.04,2006-08-22
Metal Gear Solid V: The Phantom Pain,XOne,Action,Konami Digital Entertainment,Kojima Productions,,0.83,0.49,0.02,0.25,0.07,2015-09-01
Twisted Metal (2012),PS3,Action,Sony Computer Entertainment,Eat Sleep Play,7.9,0.83,0.67,,0.07,0.09,2012-02-14
Tiger Woods PGA Tour 11,PS3,Sports,EA Sports,EA Tiburon,7.9,0.83,0.37,,0.34,0.13,2010-06-08
Dragon Ball: Raging Blast 2,PS3,Fighting,Namco Bandai,Spike,6,0.83,0.43,0.11,0.19,0.1,2010-11-02
Lizzie McGuire 2: Lizzie Diaries,GBA,Action,Disney Interactive Studios,Artificial Mind and Movement,,0.83,0.6,,0.22,0.01,2004-10-18
Sly 3: Honor Among Thieves,PS2,Platform,Sony Computer Entertainment,Sucker Punch,,0.83,0.69,,0.03,0.11,2005-09-26
MLB SlugFest 20-03,PS2,Sports,Midway Games,Gratuitous Games,,0.83,0.41,,0.32,0.11,2002-06-23
NCAA Football 12,PS3,Sports,EA Sports,EA Tiburon,7.7,0.83,0.78,,,0.06,2011-07-12
Dynasty Warriors 2,PS2,Action,KOEI,Omega Force,,0.83,0.24,0.34,0.19,0.06,2000-10-25
Duke Nukem Forever,X360,Shooter,2K Games,Gearbox Software,4.3,0.83,0.52,,0.25,0.07,2011-06-14
Sniper: Ghost Warrior,PS3,Shooter,City Interactive,City Interactive,4.5,0.83,0.3,0.04,0.35,0.14,2011-06-28
Brute Force,XB,Shooter,Microsoft Game Studios,Digital Anvil,,0.83,0.62,0.01,0.18,0.03,2003-05-27
Time Crisis 4,PS3,Shooter,Namco Bandai,Bandai Namco Games,6.1,0.83,0.32,0.05,0.32,0.14,2007-11-20
WWE SmackDown vs. Raw 2009,Wii,Fighting,THQ,Yuke's Media Creations,8.2,0.83,0.44,,0.31,0.08,2008-11-09
Yu-Gi-Oh! Dark Duel Stories,GB,Misc,Konami,KCEJ,6.2,0.83,,0.83,,,2002-03-18
DJ Hero 2,X360,Misc,Activision,FreeStyle Games,8.5,0.83,0.65,,0.12,0.06,2010-10-19
Stranglehold,X360,Shooter,Midway Games,Midway Games,8,0.83,0.41,0.01,0.33,0.09,2007-09-05
I Spy: Fun House,DS,Puzzle,Scholastic Inc.,Big Blue Bubble Inc.,,0.82,0.76,,,0.06,2007-08-29
James Bond 007: Nightfire,XB,Shooter,Electronic Arts,Eurocom Entertainment Software,,0.82,0.58,,0.22,0.03,2002-11-18
EA Sports Active NFL Training Camp,Wii,Sports,EA Sports,EA Vancouver,,0.82,0.76,,,0.05,2010-11-16
Amped: Freestyle Snowboarding,XB,Sports,Microsoft,Indie Built,,0.82,0.69,,0.11,0.02,2001-11-19
Tony Hawk's Underground 2 Remix,PSP,Sports,Activision,Shaba Games,8.5,0.82,0.46,,0.21,0.15,2005-03-15
Tony Hawk's Pro Skater 3,GC,Sports,Activision,Neversoft Entertainment,9.1,0.82,0.64,,0.17,0.02,2001-11-13
FIFA 17,X360,Sports,Electronic Arts,EA Canada,,0.82,0.2,,0.56,0.06,2016-09-27
Need for Speed: Hot Pursuit 2,XB,Racing,Electronic Arts,EA Black Box,8.2,0.82,0.68,,0.11,0.03,2002-10-01
MediEvil: Resurrection,PSP,Adventure,Sony Computer Entertainment,SCEE,6.5,0.82,0.19,,0.42,0.22,2005-09-13
Pro Evolution Soccer 2016,PS4,Sports,Konami Digital Entertainment,PES Productions,,0.82,0.14,0.14,0.43,0.1,2015-09-15
Killer Instinct Gold,N64,Fighting,Nintendo,Rare Ltd.,,0.82,0.61,,0.19,0.01,1996-11-25
Clu Clu Land,NES,Puzzle,Nintendo,Nintendo R&D1,,0.82,0.42,0.28,0.1,0.02,1985-10-18
Custer's Revenge,2600,Action,Mystique,Mystique,,0.82,0.76,,0.05,0.01,1982-01-01
The Crew 2,PS4,Racing,Ubisoft,Ivory Tower,6.5,0.82,0.22,0.05,0.42,0.12,2018-06-29
The Lord of the Rings: War in the North,PS3,Role-Playing,Warner Bros. Interactive,Snowblind Studios,6.5,0.82,0.25,0.01,0.43,0.12,2011-11-01
Marvel: Ultimate Alliance,PS2,Role-Playing,Activision,Raven Software,8.1,0.82,0.69,,0.03,0.11,2006-10-24
Rocket Power: Beach Bandits,PS2,Platform,THQ,Evolution Games,,0.82,0.4,,0.31,0.1,2002-09-20
Patapon,PSP,Platform,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.7,0.82,0.33,0.07,0.25,0.17,2008-02-26
Harvest Moon: Tree of Tranquility,Wii,Simulation,Natsume,Runtime,,0.82,0.67,0.06,0.03,0.05,2008-09-30
The Price is Right,Wii,Misc,Ubisoft,Ludia Inc.,,0.82,0.76,,,0.06,2008-09-09
The Walking Dead: A Telltale Games Series,PS3,Adventure,Telltale Games,Telltale Games,9.7,0.82,0.4,0.03,0.25,0.14,2012-11-20
Professor Layton vs Ace Attorney,3DS,Adventure,Nintendo,Level 5,8.1,0.82,0.2,0.3,0.27,0.04,2014-08-29
Karaoke Revolution Glee,Wii,Misc,Konami,Blitz Games,,0.82,0.51,,0.24,0.07,2010-11-09
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,Sports,Konami,Diamond Head,,0.81,,0.76,,0.05,1999-07-22
Yokai Watch 3: Sukiyaki,3DS,Role-Playing,Nintendo,Level 5,,0.81,,0.81,,,2019-02-02
Tales of Destiny II,PS,Role-Playing,Namco,Telenet Japan / Wolfteam,7.5,0.81,0.06,0.66,0.04,0.05,2001-09-10
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,Action,Buena Vista,Gorilla Systems,,0.81,0.72,,0.03,0.06,2006-10-02
Pro Evolution Soccer 2010,X360,Sports,Konami,Konami,7,0.81,0.12,0.03,0.58,0.08,2009-11-03
NCAA Football 10,PS3,Sports,EA Sports,EA Tiburon,8.1,0.81,0.75,,,0.06,2009-07-14
LEGO Dimensions,PS3,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.81,0.26,,0.41,0.13,2015-09-27
Ready 2 Rumble Boxing: Round 2,PS2,Fighting,Midway Games,Midway Games,7.9,0.81,0.4,,0.31,0.1,2000-10-23
Mega Man,NES,Platform,Capcom,Capcom,,0.81,0.45,0.27,0.08,0.01,1987-12-01
Kamaitachi no Yoru,SNES,Adventure,ChunSoft,ChunSoft,,0.81,,0.81,,,1994-11-25
The Legend of Zelda: Four Swords Adventures,GC,Adventure,Nintendo,Nintendo EAD,8.4,0.81,0.63,,0.16,0.02,2004-06-07
SingStar Vol. 2,PS3,Misc,Sony Computer Entertainment,SCEE London Studio,,0.81,0.29,,0.39,0.12,2008-10-28
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,Sports,Konami,Konami,,0.81,,0.75,,0.05,1998-05-28
Guitar Hero: Warriors of Rock,PS3,Misc,Activision,Neversoft Entertainment,,0.81,0.33,,0.35,0.13,2010-09-28
Army Men: Sarge's Heroes,N64,Shooter,3DO,3DO,4.2,0.81,0.68,,0.12,0.01,1999-09-30
Final Fantasy XI: Wings of the Goddess,PS2,Role-Playing,Square Enix,Square Enix,,0.81,0.35,0.09,0.27,0.09,2007-11-20
EarthBound,SNES,Role-Playing,Nintendo,Ape Studios / HAL Laboratory,,0.81,,0.81,,,1995-06-01
Dragon Quest III,GB,Role-Playing,Enix,TOSE,,0.81,,0.81,,0,2001-07-16
Final Fantasy Type-0,PSP,Role-Playing,Unknown,Square Enix,,0.81,,0.81,,,2020-12-31
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,Action,Square Enix,Square Enix,,0.81,0.21,0.39,0.14,0.07,2015-10-13
DmC Devil May Cry,PS3,Action,Capcom,Ninja Theory,,0.81,0.24,0.19,0.29,0.1,2013-01-15
Super Bomberman 2,SNES,Puzzle,Hudson Soft,Produce!,,0.81,,0.81,,0,1994-09-01
The Next Tetris,PS,Puzzle,Atari,Blue Planet Software,,0.81,0.45,,0.31,0.05,1999-05-31
Madden NFL 16,PS3,Sports,EA Sports,EA Tiburon,8,0.81,0.6,,0.07,0.15,2015-08-25
Imagine: Rock Star,DS,Simulation,Ubisoft,Gevo Entertainment,,0.81,0.4,,0.33,0.09,2008-06-17
The Sims 2,PS2,Simulation,Electronic Arts,Maxis,,0.81,0.67,,0.03,0.11,2005-10-24
NASCAR 2001,PS,Racing,EA Sports,EA Black Box,,0.81,0.45,,0.31,0.05,2000-09-19
Golden Sun: Dark Dawn,DS,Role-Playing,Nintendo,Camelot Software Planning,8,0.81,0.53,0.13,0.1,0.05,2010-11-29
Professor Layton and the Azran Legacy,3DS,Puzzle,Nintendo,Level 5,8,0.81,,0.25,0.53,0.03,2014-02-28
Shaun White Snowboarding,X360,Sports,Ubisoft,Ubisoft Montreal,6.2,0.81,0.48,0,0.25,0.08,2008-11-16
Need for Speed Rivals,X360,Racing,Electronic Arts,Ghost Games,,0.81,0.38,0.01,0.35,0.07,2013-11-19
Battle of Giants: Dinosaurs,DS,Strategy,Ubisoft,Ubisoft Quebec,,0.81,0.37,,0.35,0.08,2008-10-21
Tom Clancy's Rainbow Six 3,PS2,Shooter,Ubisoft,Ubisoft Montreal / Red Storm Entertainment,,0.81,0.4,,0.31,0.1,2004-03-24
The Amazing Spider-Man (2012),PS3,Action-Adventure,Activision,Beenox,7.3,0.8,0.31,,0.36,0.12,2012-06-26
Guitar Hero: Metallica,X360,Misc,Activision,Neversoft Entertainment,8.5,0.8,0.52,,0.2,0.07,2009-03-29
Hasbro Family Game Night 3,Wii,Misc,Electronic Arts,EA Bright Light,,0.8,0.46,,0.27,0.07,2010-10-26
Rayman Raving Rabbids 2,DS,Misc,Ubisoft,Ubisoft Paris,,0.8,0.73,,0.01,0.06,2007-11-13
Star Wars The Clone Wars: Republic Heroes,Wii,Action,LucasArts,Krome Studios,4.8,0.8,0.43,,0.3,0.07,2009-10-06
Prince of Persia: Warrior Within,XB,Adventure,Ubisoft,Ubisoft Montreal,,0.8,0.48,,0.28,0.04,2004-11-30
Deca Sports 2,Wii,Sports,Hudson Soft,Hudson Soft,,0.8,0.31,0.09,0.34,0.07,2009-09-29
Who Wants to be a Millionaire,PS,Misc,Eidos Interactive,Hothouse Creations,,0.8,0.45,,0.3,0.05,2000-09-29
Final Fantasy Anthology,PS,Role-Playing,Square EA,SquareSoft,8.6,0.8,0.45,,0.3,0.05,1999-09-30
Ben 10: Alien Force,Wii,Action,D3 Publisher,Monkey Bar Games,,0.8,0.52,,0.21,0.07,2008-10-28
Super Robot Taisen α,PS,Strategy,Banpresto,Banpresto,,0.8,,0.75,,0.05,2000-05-25
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,Sports,Nintendo,Sega Sports R&D,5.9,0.8,0.37,0.14,0.23,0.06,2013-11-15
Pro Evolution Soccer 2010,PSP,Sports,Konami,Konami,,0.8,0.09,0.2,0.33,0.18,2009-11-10
Need for Speed: Hot Pursuit 2,GC,Racing,Electronic Arts,EA Seattle,7.5,0.8,0.68,,0.09,0.02,2002-10-01
DiRT 2,X360,Racing,Codemasters,Codemasters,8.8,0.8,0.32,0,0.39,0.09,2009-09-08
Moto Racer,PS,Racing,Electronic Arts,Delphine Software International,,0.8,0.45,,0.3,0.05,1997-11-30
Star Wars Rogue Squadron III: Rebel Strike,GC,Simulation,LucasArts,Factor 5,8.3,0.8,0.62,,0.16,0.02,2003-10-15
The Sims 2: Pets,PSP,Simulation,Electronic Arts,Maxis,5.8,0.8,0.19,,0.39,0.22,2006-12-14
Hitman: Contracts,PS2,Shooter,Eidos Interactive,IO Interactive,,0.8,0.39,,0.31,0.1,2004-04-20
WWE 2K15,PS3,Sports,2K Sports,Visual Concepts,,0.8,0.37,,0.29,0.13,2014-10-28
PES 2009: Pro Evolution Soccer,PSP,Sports,Konami,Konami,7.3,0.8,0.04,0.26,0.33,0.17,2008-11-11
Capcom's Soccer Shootout,SNES,Sports,Capcom,Capcom,,0.8,,0.8,,,1994-06-01
Armored Core 2,PS2,Simulation,Agetec,From Software,,0.79,0.28,0.23,0.22,0.07,2000-10-24
Pro Evolution Soccer 2011,PSP,Sports,Konami,Konami,,0.79,0.05,0.29,0.3,0.16,2010-11-02
All Star Cheer Squad,Wii,Sports,THQ,Gorilla Systems,,0.79,0.43,,0.29,0.08,2008-10-27
The Sims 2: Castaway,PSP,Simulation,Electronic Arts,Maxis,,0.79,0.08,,0.46,0.25,2007-10-22
Dance Dance Revolution SuperNOVA 2,PS2,Simulation,Konami,Konami Computer Entertainment Tokyo,,0.79,0.64,0.02,0.03,0.1,2007-09-25
Major League Baseball Featuring Ken Griffey Jr,N64,Sports,Nintendo,Angel Studios,,0.79,0.75,,0.03,0.01,1998-05-31
NCAA Football 08,PS2,Sports,Electronic Arts,EA Tiburon,,0.79,0.65,,0.03,0.11,2007-07-17
FIFA Soccer 2004,XB,Sports,EA Sports,EA Canada,,0.79,0.24,,0.49,0.05,2003-11-04
Darksiders II,X360,Action-Adventure,THQ,Vigil Games,8.6,0.79,0.45,0,0.27,0.07,2012-08-14
Ridge Racer,PS,Racing,Namco,Namco,9,0.79,,0.74,,0.05,1995-09-09
Motocross Mania,PS,Racing,Take-Two Interactive,Deibus Studios,,0.79,0.44,,0.3,0.05,2001-07-09
Final Fantasy XIV: A Realm Reborn,PS4,MMO,Square Enix,Square Enix,,0.79,0.35,0.08,0.23,0.12,2014-04-14
Invizimals,PSP,Strategy,Sony Computer Entertainment,Novarama,6.6,0.79,0.17,,0.51,0.11,2010-10-12
Harvest Moon: A Wonderful Life,GC,Role-Playing,Natsume,Marvelous Interactive,8.2,0.79,0.61,,0.16,0.02,2004-03-16
Guitar Hero: Aerosmith,PS2,Misc,Activision,BudCat Creations,,0.79,0.61,,0,0.18,2008-06-29
Dead Island: Riptide,X360,Misc,Deep Silver,Techland,5.6,0.79,0.44,0.01,0.27,0.07,2013-04-23
WCW Mayhem,N64,Fighting,Electronic Arts,Kodiak Interactive,,0.79,0.63,,0.15,0.01,1999-09-22
Alien,2600,Action,20th Century Fox Video Games,20th Century Fox Video Games,,0.79,0.74,,0.04,0.01,1982-01-01
Assassin's Creed The Ezio Collection,PS4,Action,Ubisoft,Ubisoft,,0.79,0.14,0.02,0.52,0.12,2016-11-15
Prototype 2,X360,Action,Activision,Radical Entertainment,,0.79,0.48,,0.24,0.06,2012-04-24
Dragon's Dogma,X360,Role-Playing,Capcom,Capcom,,0.79,0.42,0.07,0.24,0.06,2012-05-22
The Godfather II,X360,Adventure,Electronic Arts,EA Redwood Shores,6.2,0.79,0.47,0.01,0.23,0.08,2009-04-07
NBA 2K16,PS3,Sports,2K Sports,Visual Concepts,,0.79,0.49,0.05,0.12,0.13,2015-09-29
Band Hero,X360,Misc,Activision,Neversoft Entertainment,7.6,0.79,0.51,,0.21,0.07,2009-11-03
Mega Man 5,NES,Platform,Capcom,Capcom,,0.79,0.39,0.32,0.07,0.01,1992-12-01
Dragon Quest Monsters 2,3DS,Role-Playing,Square Enix,TOSE Software,,0.79,,0.79,,,2014-02-06
James Bond 007: Nightfire,GC,Shooter,Electronic Arts,Eurocom Entertainment Software,8.1,0.78,0.6,,0.16,0.02,2002-11-18
Shadow of the Tomb Raider,XOne,Action-Adventure,Square Enix,Eidos Montreal,,0.78,0.46,,0.25,0.07,2018-09-14
Battle Stations,PS,Strategy,Electronic Arts,Realtime Associates,,0.78,0.43,,0.29,0.05,1997-03-31
Goldeneye 007: Reloaded,PS3,Shooter,Activision,Eurocom,7.4,0.78,0.33,,0.33,0.12,2011-11-01
MadWorld,Wii,Action,Sega,PlatinumGames,8.1,0.78,0.45,0.02,0.24,0.07,2009-03-10
F1 2016,PS4,Racing,Codemasters,Codemasters,8,0.78,0.07,0.03,0.56,0.11,2017-01-01
Need for Speed: ProStreet,PSP,Racing,Electronic Arts,EA Black Box,5.6,0.78,0.24,0.01,0.33,0.19,2008-02-18
Hitman,PS4,Action,Square Enix,IO Interactive,,0.78,0.24,0.06,0.36,0.11,2017-01-31
Drawn to Life,DS,Adventure,THQ,5TH Cell,,0.78,0.71,,0.01,0.06,2007-09-10
Dragon Age: Inquisition,PC,Role-Playing,Electronic Arts,BioWare Edmonton,,0.78,0.38,,0.33,0.07,2014-11-18
Fight Night Champion,X360,Fighting,EA Sports,EA Canada,8.4,0.78,0.4,,0.31,0.07,2011-03-01
Naruto Shippuden: Ultimate Ninja Storm 2,X360,Fighting,Namco Bandai,CyberConnect2,7.6,0.78,0.43,0.01,0.27,0.07,2010-10-19
Tiger Woods PGA Tour 10,PS3,Sports,EA Sports,EA Tiburon,8.4,0.78,0.42,,0.25,0.11,2009-06-08
Personal Trainer: Walking,DS,Sports,Nintendo,Creatures Inc.,,0.78,0.22,0.17,0.32,0.07,2009-05-26
NBA 2K7,PS2,Sports,2K Sports,Visual Concepts,8.2,0.78,0.65,,0.02,0.11,2006-09-25
DJ Hero 2,PS3,Misc,Activision,FreeStyle Games,8.4,0.78,0.49,,0.19,0.1,2010-10-19
Buzz! The Hollywood Quiz,PS2,Misc,Sony Computer Entertainment,Relentless Software,,0.78,0.17,,0,0.61,2008-03-11
DJ Hero,Wii,Misc,Activision,FreeStyleGames,8.6,0.78,0.47,,0.23,0.08,2009-10-27
Rare Replay,XOne,Misc,Microsoft Studios,Rare Ltd.,,0.78,0.42,0.01,0.27,0.07,2015-08-04
NBA ShootOut 98,PS,Sports,Sony Computer Entertainment,Sony Interactive Studios America,,0.78,0.43,,0.29,0.05,1998-02-28
Too Human,X360,Role-Playing,Microsoft Game Studios,Silicon Knights,6.5,0.78,0.38,0.03,0.3,0.08,2008-08-19
Torneko no Daibouken: Fushigi no Dungeon,SNES,Role-Playing,ChunSoft,ChunSoft,,0.78,,0.78,,,1993-09-19
Mass Effect: Andromeda,XOne,Role-Playing,Electronic Arts,BioWare Corp.,,0.78,0.5,,0.2,0.07,2017-03-21
Secret Agent Barbie: Royal Jewels Mission,GBA,Platform,VU Games,Digital Illusions,,0.78,0.56,,0.21,0.01,2002-10-08
Rayman Origins,X360,Platform,Ubisoft,Ubisoft,9,0.78,0.38,,0.32,0.08,2011-11-15
Marvel vs. Capcom: Clash of Super Heroes,PS,Fighting,Capcom,Capcom,,0.78,0.43,,0.3,0.05,2000-01-27
Jr. Pac-Man,2600,Puzzle,Atari,General Entertainment,,0.78,0.72,,0.05,0.01,1984-01-01
Doom,PS,Shooter,GT Interactive,Williams Entertainment Inc.,,0.78,0.43,,0.3,0.05,1995-11-16
Aliens: Colonial Marines,X360,Shooter,Sega,Gearbox Software,,0.78,0.36,,0.35,0.07,2013-02-12
Yars' Revenge,2600,Shooter,Atari,Atari,,0.78,0.73,,0.04,0.01,1982-05-01
Destiny: The Collection,PS4,Shooter,Activision,Bungie,,0.78,0.24,0.02,0.4,0.12,2016-09-19
Sid Meier's Civilization Revolution,PS3,Strategy,2K Games,Firaxis Games,8.4,0.78,0.49,0.01,0.19,0.09,2008-07-08
LEGO Jurassic World,XOne,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.78,0.44,,0.27,0.07,2015-06-12
Star Wars: The Force Unleashed II,Wii,Action,LucasArts,LucasArts,7.5,0.78,0.53,,0.19,0.06,2010-10-26
Star Wars The Clone Wars: Jedi Alliance,DS,Action,LucasArts,Krome Studios,,0.78,0.61,,0.11,0.06,2008-11-11
Tom Clancy's Splinter Cell: Double Agent,X360,Action,Ubisoft,Ubisoft Shanghai,8.5,0.78,0.67,0.01,0.04,0.06,2006-10-17
Conflict: Desert Storm II - Back to Bagdhad,PS2,Shooter,Gotham Games,Pivotal Games,,0.77,0.38,,0.29,0.1,2003-10-08
Battlefield 1,PC,Shooter,Electronic Arts,EA DICE,9.1,0.77,0.3,,0.41,0.06,2016-10-21
Tetris Party Deluxe,DS,Puzzle,Majesco,"Tetris Online, Inc",,0.77,0.28,0.12,0.3,0.07,2010-06-01
Ghost Squad,Wii,Shooter,Sega,Polygon Magic,7,0.77,0.42,0.08,0.21,0.07,2007-11-20
Star Wars Battlefront: Elite Squadron,PSP,Shooter,LucasArts,Savage Entertainment,6,0.77,0.38,,0.24,0.16,2009-11-03
Puzzler World,DS,Puzzle,Atari,Idea Pad,,0.77,0.41,,0.3,0.07,2009-12-08
Star Wars Episode II: Attack of the Clones,GBA,Action,THQ,David A. Palmer Productions,,0.77,0.55,,0.2,0.01,2002-05-30
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,Racing,Sega,Sumo Digital,7.7,0.77,0.37,,0.32,0.07,2010-02-23
All-Star Baseball 2003,PS2,Sports,Acclaim Entertainment,Acclaim Entertainment,,0.77,0.38,,0.29,0.1,2002-02-26
ABBA: You Can Dance,Wii,Misc,Ubisoft,Ubisoft,,0.77,0.18,,0.5,0.1,2011-11-15
UFC Personal Trainer: The Ultimate Fitness System,X360,Sports,THQ,THQ,6,0.77,0.53,,0.18,0.06,2011-06-28
Marvel Nemesis: Rise of the Imperfects,PS2,Fighting,Electronic Arts,Nihilistic Software,,0.77,0.64,,0.02,0.1,2005-09-20
Boxing,2600,Fighting,Activision,Activision,,0.77,0.72,,0.04,0.01,1980-06-17
Dragon Ball: Raging Blast,PS3,Fighting,Namco Bandai,Spike,5.6,0.77,0.37,0.11,0.19,0.1,2009-11-10
Caesars Palace 2000: Millennium Gold Edition,PS,Misc,Interplay,Runecraft,,0.77,0.43,,0.29,0.05,2000-06-29
Pokémon Dash,DS,Racing,Nintendo,Ambrella,5.3,0.77,0.21,0.38,0.14,0.04,2005-03-14
Dragon Warrior I&II,GB,Role-Playing,Enix,TOSE,,0.77,,0.77,,,2000-09-27
Conker's Bad Fur Day,N64,Platform,Rare,Rare Ltd.,9.2,0.77,0.53,,0.22,0.02,2001-03-04
Maximo: Ghosts to Glory,PS2,Platform,Capcom,Capcom,8.7,0.77,0.38,,0.29,0.1,2002-02-11
Donkey Kong Country 3,GBA,Platform,Nintendo,Rare Ltd.,7.5,0.77,0.45,0.14,0.17,0.01,2005-11-07
